NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
CCCL:cub::DeviceMergeSort,PushPop,9574,9574,46,46,371900,8084.8,8095.5,7936,8224,59.7,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortBlockSortKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
CCCL:cub::DeviceMergeSort,PushPop,9574,9574,46,92,270105,2935.9,2928.0,2688,3168,116.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortMergeKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
CCCL:cub::DeviceMergeSort,PushPop,9574,9574,46,92,255102,2772.8,2752.0,2656,2912,61.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
MultiSOF:mono finish,PushPop,9574,9574,46,46,902607,19621.9,19584.0,19456,20479,142.3,"cuvslam::cuda::gftt_values_kernel(unsigned long long, unsigned long long, float *, unsigned long, uint2)"
MultiSOF:mono finish,PushPop,9574,9574,46,46,371900,8084.8,8095.5,7936,8224,59.7,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortBlockSortKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
MultiSOF:mono finish,PushPop,9574,9574,46,46,290682,6319.2,6319.5,6176,6464,59.8,"cuvslam::cuda::non_max_suppression_kernel(unsigned long long, uint2, float *, int)"
MultiSOF:mono finish,PushPop,9574,9574,46,92,270105,2935.9,2928.0,2688,3168,116.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortMergeKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
MultiSOF:mono finish,PushPop,9574,9574,46,92,255102,2772.8,2752.0,2656,2912,61.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
MultiSOF:mono finish,PushPop,9574,9574,46,46,232410,5052.4,5056.0,4608,5440,127.9,"cuvslam::cuda::accumulateGFTT_kernel(unsigned long long, uint2, uint2, uint2, float *)"
MultiSOF:mono finish,PushPop,9574,9574,46,46,209629,4557.2,4544.0,4512,4608,30.6,"cuvslam::cuda::downsample_gftt_x8_kernel(const float *, int, float *, uint2, int, uint2 *, int)"
MultiSOF:mono finish,PushPop,9574,9574,46,46,108607,2361.0,2368.0,2304,2432,26.0,"cuvslam::cuda::select_features_kernel(const float *, uint2, unsigned long, const float *, uint2, int, const uint2 *, int, cuvslam::cuda::Keypoint *, int, int *, int *)"
MultiSOF:mono finish,PushPop,9574,9574,45,45,65376,1452.8,1472.0,1312,1504,33.0,"cuvslam::cuda::filter_maximums_kernel(float *, uint2, int, const cuvslam::cuda::Keypoint *, int)"
MultiSOF:mono start,PushPop,9574,9574,599,1198,19792329,16521.1,16032.0,12447,28031,2575.2,"cuvslam::cuda::lk_track_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
MultiSOF:mono start,PushPop,9574,9574,600,600,16498443,27497.4,27488.0,27135,27936,50.0,"cuvslam::cuda::cast_image_kernel_rgb(const unsigned char *, unsigned long, float *, unsigned long, uint2)"
MultiSOF:mono start,PushPop,9574,9574,600,3000,15971792,5323.9,2624.0,2304,14176,4464.3,"cuvslam::cuda::gaussian_scaling_kernel(unsigned long long, uint2, float *, unsigned long, uint2)"
MultiSOF:mono start,PushPop,9574,9574,600,3600,10246766,2846.3,1743.5,1599,7936,2047.9,"cuvslam::cuda::conv_grad_y_kernel(unsigned long long, uint2, float *, unsigned long)"
MultiSOF:mono start,PushPop,9574,9574,600,3600,9413593,2614.9,1856.0,1504,6112,1603.7,"cuvslam::cuda::conv_grad_x_kernel(unsigned long long, uint2, float *, unsigned long)"
MultiSOF:trackNextFrame,PushPop,9574,9574,599,1198,19792329,16521.1,16032.0,12447,28031,2575.2,"cuvslam::cuda::lk_track_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
MultiSOF:trackNextFrame,PushPop,9574,9574,600,600,16498443,27497.4,27488.0,27135,27936,50.0,"cuvslam::cuda::cast_image_kernel_rgb(const unsigned char *, unsigned long, float *, unsigned long, uint2)"
MultiSOF:trackNextFrame,PushPop,9574,9574,600,3000,15971792,5323.9,2624.0,2304,14176,4464.3,"cuvslam::cuda::gaussian_scaling_kernel(unsigned long long, uint2, float *, unsigned long, uint2)"
MultiSOF:trackNextFrame,PushPop,9574,9574,600,3600,10246766,2846.3,1743.5,1599,7936,2047.9,"cuvslam::cuda::conv_grad_y_kernel(unsigned long long, uint2, float *, unsigned long)"
MultiSOF:trackNextFrame,PushPop,9574,9574,600,3600,9413593,2614.9,1856.0,1504,6112,1603.7,"cuvslam::cuda::conv_grad_x_kernel(unsigned long long, uint2, float *, unsigned long)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,46,902607,19621.9,19584.0,19456,20479,142.3,"cuvslam::cuda::gftt_values_kernel(unsigned long long, unsigned long long, float *, unsigned long, uint2)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,46,371900,8084.8,8095.5,7936,8224,59.7,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortBlockSortKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,46,290682,6319.2,6319.5,6176,6464,59.8,"cuvslam::cuda::non_max_suppression_kernel(unsigned long long, uint2, float *, int)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,92,270105,2935.9,2928.0,2688,3168,116.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortMergeKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,92,255102,2772.8,2752.0,2656,2912,61.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,46,232410,5052.4,5056.0,4608,5440,127.9,"cuvslam::cuda::accumulateGFTT_kernel(unsigned long long, uint2, uint2, uint2, float *)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,46,209629,4557.2,4544.0,4512,4608,30.6,"cuvslam::cuda::downsample_gftt_x8_kernel(const float *, int, float *, uint2, int, uint2 *, int)"
MultiSOF:trackNextFrame,PushPop,9574,9574,46,46,108607,2361.0,2368.0,2304,2432,26.0,"cuvslam::cuda::select_features_kernel(const float *, uint2, unsigned long, const float *, uint2, int, const uint2 *, int, cuvslam::cuda::Keypoint *, int, int *, int *)"
MultiSOF:trackNextFrame,PushPop,9574,9574,45,45,65376,1452.8,1472.0,1312,1504,33.0,"cuvslam::cuda::filter_maximums_kernel(float *, uint2, int, const cuvslam::cuda::Keypoint *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,599,9756,116763669,11968.4,11968.0,11456,12704,168.1,"cuvslam::cuda::matcher::photometric_kernel(cuvslam::cuda::ImgTextures, cuvslam::cuda::Inctinsics, cuvslam::cuda::Extrinsics, const cuvslam::cuda::Track *, unsigned long, float, float *, float *, float *, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,599,9756,109070459,11179.8,11168.0,11007,11552,67.3,"cuvslam::cuda::matcher::point_to_point_kernel(cuvslam::cuda::ImgTextures, cuvslam::cuda::Inctinsics, cuvslam::cuda::Extrinsics, const cuvslam::cuda::Track *, unsigned long, float, float *, float *, float *, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,600,600,35165618,58609.4,58271.0,55359,63072,1504.2,"cuvslam::cuda::cast_depth_kernel(const unsigned short *, unsigned long, float, float *, unsigned long, uint2)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,600,6000,31991230,5331.9,2624.0,2304,14208,4463.1,"cuvslam::cuda::gaussian_scaling_kernel(unsigned long long, uint2, float *, unsigned long, uint2)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,599,1198,19792329,16521.1,16032.0,12447,28031,2575.2,"cuvslam::cuda::lk_track_kernel(cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::Pyramid, cuvslam::cuda::TrackData *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,600,600,16498443,27497.4,27488.0,27135,27936,50.0,"cuvslam::cuda::cast_image_kernel_rgb(const unsigned char *, unsigned long, float *, unsigned long, uint2)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,600,3600,10246766,2846.3,1743.5,1599,7936,2047.9,"cuvslam::cuda::conv_grad_y_kernel(unsigned long long, uint2, float *, unsigned long)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,600,3600,9413593,2614.9,1856.0,1504,6112,1603.7,"cuvslam::cuda::conv_grad_x_kernel(unsigned long long, uint2, float *, unsigned long)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,208,4523190,21746.1,22416.0,6112,29855,4667.6,"cuvslam::cuda::sba::build_full_system_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,3503279,11300.9,11056.0,8320,15904,2159.0,"cuvslam::cuda::sba::reduced_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int, float, float)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,3336169,10761.8,11616.0,2048,12640,2624.0,"cuvslam::cuda::sba::reduced_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, float)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,1940073,6258.3,6400.0,3904,7008,667.4,"void trsv_lt_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,208,1712558,8233.5,8448.0,5856,8928,688.7,"cuvslam::cuda::sba::build_full_system_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,1695907,5470.7,5344.0,4927,6016,367.0,"void kernel<getrf_wo_pivot_params_<float, (int)0, (int)128, (int)1, (int)32, (int)32, (int)32, (int)8, (int)1, (int)1>>(int, int, void *, int, void *, int, int, int, int, int, int *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,1441639,4650.4,4864.0,3296,5472,435.8,"void trsv_ln_exec<float, (unsigned int)32, (unsigned int)32, (unsigned int)4, (bool)0>(int, const T1 *, long, T1 *, long, int *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,1295880,4180.3,4352.0,2176,4896,583.3,"cuvslam::cuda::sba::v1T_x_M_T_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,1278452,4124.0,4352.0,2016,5472,689.8,"cuvslam::cuda::sba::reduced_system_stage_12_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,620,1196911,1930.5,1616.0,1503,2720,427.1,"cuvslam::cuda::sba::reduce_abs_max_kernel(float *, unsigned long, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,620,1178319,1900.5,1888.0,1760,1984,50.2,"cuvslam::cuda::sba::point_term_kernel(float3 *, cuvslam::cuda::Mat<float, (int)3, (int)3> *, int, bool, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,355,1043476,2939.4,2912.0,2688,3808,189.5,"cuvslam::cuda::sba::evaluate_cost_kernel(float *, int *, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, cuvslam::cuda::sba::GPUParameterUpdateMeta, float)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,208,913553,4392.1,4320.0,4128,4896,193.4,"cuvslam::cuda::sba::calc_jacobians_kernel(cuvslam::cuda::sba::GPUModelFunctionMeta, cuvslam::cuda::sba::GPUBundleAdjustmentProblemMeta, float)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,902607,19621.9,19584.0,19456,20479,142.3,"cuvslam::cuda::gftt_values_kernel(unsigned long long, unsigned long long, float *, unsigned long, uint2)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,208,842965,4052.7,4528.0,1088,5696,1253.6,"cuvslam::cuda::sba::clear_full_system_stage_1_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,823414,2656.2,2720.0,1824,2912,232.7,"cuvslam::cuda::sba::reduced_system_stage_3_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, cuvslam::cuda::sba::GPULinearSystemMeta, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,653115,2106.8,2208.0,1344,2464,268.0,"cuvslam::cuda::sba::calc_point_update_kernel_xavier_special(float *, float *, unsigned long, float *, float *, int, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,615896,1986.8,2128.0,1407,2400,270.1,"cuvslam::cuda::sba::calc_pose_update_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::sba::float6 *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,560825,1809.1,1792.0,1696,2016,54.3,"cuvslam::cuda::sba::v1T_x_M_x_v2_kernel(float *, float *, unsigned long, int, int, float *, float *, bool)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,520538,1679.2,1664.0,1632,1728,18.9,"cuvslam::cuda::sba::pose_scaling_term_kernel(float *, float *, unsigned long, int, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,374298,1207.4,1216.0,1151,1280,41.1,"cuvslam::cuda::sba::make_prediction(float, float, float *, float *, float *, float *, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,371900,8084.8,8095.5,7936,8224,59.7,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortBlockSortKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T2, T3, T4, T5, T6, T8 *, T9 *, T7, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,301082,971.2,960.0,927,992,19.3,dtrsv_init(int *)
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,300766,970.2,960.0,928,992,20.2,"dtrsv_init_up(int *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,300766,970.2,960.0,928,992,19.0,"xxtrf4_set_info_ker(int, int *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,310,300732,970.1,960.0,928,992,19.7,"copy_info_kernel(int, int *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,290682,6319.2,6319.5,6176,6464,59.8,"cuvslam::cuda::non_max_suppression_kernel(unsigned long long, uint2, float *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,92,270105,2935.9,2928.0,2688,3168,116.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortMergeKernel<cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPolicy<cuvslam::cuda::Keypoint *>::Policy600, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, cuvslam::cuda::Keypoint *, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::NullType>(bool, T4, T5, T6, T8 *, T9 *, T7, T6 *, T6, cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::detail::vsmem_t)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,92,255102,2772.8,2752.0,2656,2912,61.2,"void cub::CUB_200500_500_520_530_600_610_620_700_720_750_800_860_870_890_900_NS::DeviceMergeSortPartitionKernel<cuvslam::cuda::Keypoint *, unsigned long, cuvslam::cuda::KeypointGreater, cuvslam::cuda::Keypoint>(bool, T1, T4 *, T2, T2, T2 *, T3, T2, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,26,163,238203,1461.4,1472.0,1184,1536,68.8,"cuvslam::cuda::sba::update_points_kernel(cuvslam::cuda::sba::Point *, float3 *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,232410,5052.4,5056.0,4608,5440,127.9,"cuvslam::cuda::accumulateGFTT_kernel(unsigned long long, uint2, uint2, uint2, float *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,209629,4557.2,4544.0,4512,4608,30.6,"cuvslam::cuda::downsample_gftt_x8_kernel(const float *, int, float *, uint2, int, uint2 *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,208,197372,948.9,960.0,896,992,19.8,"cuvslam::cuda::sba::clear_full_system_stage_2_kernel(cuvslam::cuda::sba::GPULinearSystemMeta, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,26,163,192480,1180.9,1184.0,1152,1216,21.7,"cuvslam::cuda::sba::update_poses_kernel(cuvslam::cuda::Mat<float, (int)4, (int)4> *, cuvslam::cuda::Mat<float, (int)4, (int)4> *, int)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,147839,3213.9,3200.0,3168,3552,55.1,"cuvslam::cuda::matcher::lift_kernel(unsigned long long, cuvslam::cuda::Inctinsics, const cuvslam::cuda::Track *, unsigned long, float3 *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,46,46,108607,2361.0,2368.0,2304,2432,26.0,"cuvslam::cuda::select_features_kernel(const float *, uint2, unsigned long, const float *, uint2, int, const uint2 *, int, cuvslam::cuda::Keypoint *, int, int *, int *)"
RGBD VO:RGBDOdometry::track(),PushPop,9574,9574,45,45,65376,1452.8,1472.0,1312,1504,33.0,"cuvslam::cuda::filter_maximums_kernel(float *, uint2, int, const cuvslam::cuda::Keypoint *, int)"
